sector,organization,job_title,job_description,city,vacancies,posting_date_hijri,posting_day_hijri,posting_month_hijri,posting_year_hijri,source_dataset
القطاع الخاص,شركة عايد دحيم الحمود وشركاه للتجارة والمقاولات,مهندس مدني,"مراقبة وتقييم جميع الأمور المتعلقة
بالسلامة على الطرق في العقد لضمان
سلامة مستخدمي الطرق.",المدينة المنورة,2,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة اكس رايل السعودية,مهندس كهربائي,إعداد التصاميم والمخططات الكهربائية لمشاريع وأعمال الهندسة الكهربائية ومتابعة التنفيذ وإعداد مخططات ومواصفات خطوط شبكات النقل والتوزيع الكهربائية وتحديد مساراتها، وإعداد برامج تشغيل المعدات الكهربائية في المشاريع الصناعية، وتشخيص اعطال الأجهزة والمعدات الكهربائية ومتابعة إجراءات الاصلاح والمعالجة وإعداد الوثائق والتقارير المتخصصة بنتائج هذه الدراسات والتحاليل والقيام,جدة,5,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة رايات للمقاولات,مهندس كهربائي,إعداد التصاميم والمخططات الكهربائية لمشاريع وأعمال الهندسة الكهربائية ومتابعة التنفيذ وإعداد مخططات ومواصفات خطوط شبكات النقل والتوزيع الكهربائية وتحديد مساراتها، وإعداد برامج تشغيل المعدات الكهربائية في المشاريع الصناعية، وتشخيص اعطال الأجهزة والمعدات الكهربائية ومتابعة إجراءات الاصلاح والمعالجة وإعداد الوثائق والتقارير المتخصصة بنتائج هذه الدراسات والتحاليل والقيام,جدة,1,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة عايد دحيم الحمود وشركاه للتجارة والمقاولات,مهندس مدني,"أ. متابعة النواحي الفنية المتعلقة بتنفيذ
ب.الإشراف الحقلي على تنفيذ الأعمال
والتحقق من توافق ما ينفذ مع وثائق
العقد.
ج. دراسة مدى فعالية برامج العمل
واقتراح ما يلزم من تعديلات عليها.
د. متابعة عمل المراقبين والمساح
وتوضيح برامج العمل اليومية لهم
ورفع تقاريرهم إلى مدير ادارة
المشاريع.
ه. دراسة احتياجات الطرق وتحديد
أولوياتها والرفع عنها لمدير ادارة
المشاريع.
و. إعداد ج",الرياض,2,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة سقيفة الرواد,فني كهربائي تمديدات كهربائية,دراسة مخططات التمديدات الكهربائية وتقدير كميات المواد والأجهزة وتأمين التجهيزات اللازمة لتنفيذ أعمال التمديدات بالإضافة إلى متابعة تنفيذ أعمال التمديدات الكهربائية وتشخيص أعطال التمديدات وتحديد الإجراءات اللازمة لمعالجتها.,المدينة المنورة,3,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة الحلول الفنية المتطورة للصناعة,مساعد إداري,هو فرد مسؤول عن إدارة الأعمال الخاصة بالمدير بالإضافة إلى دعمه بالبيانات والملفات اللازمة خلال يوم العمل.,الرياض,1,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة اسوار البنا للصيانة والنظافة شركة شخص واحد,أخصائي صحة وسلامة مهنية,تحديد المخاطر الكيميائية والفيزيائية والإشعاعية والبيولوجية في بيئة ومواقع العمل، وقياس وفحص مستويات الاضاءة والتهوية والضجيج، ومراقبة ومتابعة إجراءات التخلص من النفايات الصناعية، وتصميم برامج لمنع أو تفادي الأمراض المهنية، وإعداد الوثائق والتقارير المتعلقة بالصحة المهنية وحفظها,مكة المكرمة,1,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة رايات للمقاولات,فني مساحة,تنفيذ أعمال المساحة الاستطلاعية، وتنفيذ أعمال التسوية المساحية، وإجراء أعمال المسح اللازمة لمشاريع الأبنية والطرق وغيرها، ورسم الخرائط والمخططات المساحية.,جدة,1,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة المدن الذكية المستدامة لتقنية المعلومات (شركة شخص واحد ذات مسئولية محدودة),أخصائي تسويق,"إجراء الأبحاث التسويقية لمعرفة حلول لمتطلبات المستهلك وسلوكياته وعاداته.
تقديم الأفكار لتطوير الحملات التسويقية بشكل إبداعي.
المشاركة في الانشطة التسويقية المختلفة من خلال تقديم اقتراحات على تطوير المحتوى وإعداد الخطط الاعلانية.
التخطيط للتسويق في الأحداث والمناسبات الهامة.
التواصل مع وكالات الإعلان لتنفيذ الحملات الترويجية.
التعاون مع قسم التسويق والأقسام المختلفة لت",الرياض,1,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة رايات للمقاولات,مهندس مساحة,القيام بالأعمال المتعلقة بهندسة المساحة المكتبية والميدانية من المساحات الجيوديسية والطبوغرافية و الاستشعار عن بعد والمسح البحري وتنفيذ أعمال المسح اللازمة لمشاريع الأبنية والطرق وغيرها، ورسم الخرائط والمخططات المساحية، ومتابعة التنفيذ ومطابقة المواصفات، وما يتبع ذلك من اعداد الوثائق والتقارير المتخصصة بنتائج الأعمال وتقديم التوصيات.,جدة,1,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة ادراس للمقاولات,أخصائي خدمة عملاء,وضع وتحديد مؤشرات ومعايير الأداء والجودة في خدمة العملاء، والمشاركة في وضع وتحديث إجراءات وأدلة خدمة العملاء وتطوير برامج لتعظيم جودة ومهنية أنظمة خدمة العملاء، وتحديد نقاط القوة والضعف في أنظمة خدمة العملاء ورضاهم وإعداد الوثائق والتقارير المتخصصة والمتعلقة في مجال خدمة العملاء وعرضها وحفظها.,جدة,2,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة مجموعة بافرط للصناعه لانتاج المواد الغذائيه المحدودة,فني توزيع طاقة كهربائية,"تركيب نظم شبكات الكابلات ولوحات التوزيع ومكونات نقل الطاقة الكهربائية وصيانتها وإصلاحها، وضمان الاستجابة لعمليات الطوارئ بأقصى سرعة للتقليل من فترات انقطاع التيار الكهربائي

متطلب خبرة في صيانة الات الانتاج",جدة,3,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة رايات للمقاولات,مراقب إحصائي,مراقبة العمليات والاجراءات الاحصائية ومتابعة تطبيق الانظمة واللوائح والتعليمات الاحصائية للأجهزة الحكومية، ومراقبة تنفيذ الأعمال الإحصائية الميدانية والتأكد من تطبيق العاملين في الميدان للتعليمات,جدة,1,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة رواد العناية الشاملة المحدودة,مدير إدارة مشاريع,تهدف الوظيفة إلى الإشراف على العمليات التشغيلية اليومية وقيادة فرق العمل لضمان تقديم خدمات العناية الشخصية المنزلية بجودة عالية، مع متابعة الأداء الميداني، وتعزيز رضا العملاء، والمساهمة في تطوير السياسات التشغيلية وتحسين تجربة المستفيدين.,جدة,1,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة عبدالرحمن عثمان محمد العثمان وشريكه,فني صيانة مباني,صنع الأثاث الخشبي وتزيينه وتصليحه، و تشغيل آلات النجارة بالإضافة إلى ضمان جودة الإنتاج.,مكة المكرمة,8,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة عايد دحيم الحمود وشركاه للتجارة والمقاولات,مهندس مدني,"إدارة التنفيذ الشامل لعمليات الاستجابة
للحوادث الخاصة بالعقد بما في ذلك
إدارة أنشطة مسؤولي دعم الأحداث",الدمام,2,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة عايد دحيم الحمود وشركاه للتجارة والمقاولات,فني مساحة,"مسؤول عن جميع أعمال المساحة من
رفوعات المساحية للطرق وحصر كافة
الاصول ورفع الاعمال المساحية لأوامر
الأعمال المطلوبة للمساحة العمل المطلوب رفعها وما في مثلها من",المدينة المنورة,2,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة عايد دحيم الحمود وشركاه للتجارة والمقاولات,مهندس مدني,"إدارة التنفيذ الشامل لعمليات الاستجابة
للحوادث الخاصة بالعقد بما في ذلك
إدارة أنشطة مسؤولي دعم الأحداث",الرياض,2,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة تكامل المرافق للتشغيل والصيانة,فني شبكات تقنية معلومات,تقديم الدعم والمساعدة الفنية للموظفين والعملاء الذين تواجههم مشاكل في شبكات تقنية المعلومات ومساندتهم، وتحديد الأدوات والمستلزمات المطلوبة للقيام بأعمال دعم الموظفين والعملاء وحل المشاكل التي تواجههم، وتوفير المعلومات الفنية الخاصة بأجهزة ونظم وبرامج تقنية المعلومات، وحفظ البيانات والمعلومات المتعلقة بعمليات الدعم الفني وإعداد وتقديم تقارير العمل.,بريدة,1,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة عايد دحيم الحمود وشركاه للتجارة والمقاولات,مهندس مدني,"أ- المتابعة الدورية والكشف المستمر
على الجسور وباقي المنشآت
الخرسانية (العبارات، المزلقانات،
الحواجز الخرسانية (النيو جرسي)،
الأنفاق، الجدران الاستنادية، الحمايات
الجانبية، التكسيات على الصخور في
مواقع القطع الصخري، انابيب تصريف،
مصائد، مناهل) وتحديد حالتها
واحتياجاتها من أعمال النظافة
والإصلاح ومتابعة أعمال الصيانة التي
تتم لها وإعداد تقارير شهرية ورفعها
لمدير ادارة",تبوك,2,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركه جامعة المعرفة,أخصائي عمليات موارد بشرية,تنفيذ الإجراءات والأنظمة والنماذج الخاصة بمراقبة دوام الموظفين، والمساهمة في والإشراف على تطبيق سياسات وإجراءات الإجازات المرضية والطارئة، وتحديث المعلومات المتعلقة بالموظفين والتعامل مع شكاويهم واستفساراتهم بمهنية وإعداد الوثائق والتقارير المتخصصة والمتعلقة في مجال عمليات الموارد البشرية وعرضها وحفظها.,الرياض,2,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة رايات للمقاولات,مهندس مدني,دراسة طبوغرافية وجيولوجية الموقع الإنشائي ونتائج اختبار فحص التربة، وإعداد التصاميم الإنشائية ومتابعة إعداد المخططات الإنشائية وتدقيقها ومتابعة إعداد جداول الكميات والمواصفات للمواد الإنشائية، والإشراف على تنفيذ المشروع ومطابقة المواصفات، وإعداد الوثائق والتقارير المتخصصة بنتائج الأعمال,جدة,1,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة مستويات التشغيل للمقاولات المعمارية,فني هندسة كهربائية,تركيب المحركات واللوحات والمولدات والمحولات الكهربائية والإشراف عليها ومراقبتها، وتقديم المساعدة للمهندسين الكهربائيين لحل المشكلات,ينبع الصناعية,1,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة سراكو شركة شخص واحد,فني هندسة كهربائية,تركيب المحركات واللوحات والمولدات والمحولات الكهربائية والإشراف عليها ومراقبتها، وتقديم المساعدة للمهندسين الكهربائيين لحل المشكلات,الرياض,1,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة عايد دحيم الحمود وشركاه للتجارة والمقاولات,مهندس مدني,"القيام بمتابعة الجهاز الفني ومتابعة
اعمال الصيانة والتنفيذ بالمشروع ورفع
تقارير اسبوعية عنها لمدير ادارة المشاريع،
القيام بعمل مدير ادارة المشاريع وتولي
المهام المطلوبة منه في حالة عدم
تواجد مدير ادارة المشاريع ولأي سبب
من الأسباب وتولي مهام أفراد الجهاز  الفني الآخرين التي يتولاها مدير ادارة
المشاريع نيابة عنه",تبوك,2,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة شلفا لإدارة المرافق,صيدلي,دراسة التركيبات الدوائية للعقاقير والعلاجات وتحضيرها، وتحديد احتياجات الصيدلية من الادوية والتجهيزات وتوفيرها وتنظيم إجراءات تخزينها، وتجهيز وتنظيم إجراءات صرف الأدوية، وإعداد الوثائق والتقارير الطبية المتعلقة بأعمال الصيدلة وحفظها,الرياض,1,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,مصنع بيدو الخليج,أخصائي تغذية,العمل  لاستلام مواد الخام في مصنع اغذية وتطبيق نظام الهاسب ونظام الغذاء والدواء,حفر الباطن,1,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة اسوار البنا للصيانة والنظافة شركة شخص واحد,فني اطفاء,دراسة و تتبّع المخططات المعدّة لعمليات الإطفاء و إعداد قائمة بالمواد اللازمة لتنفيذ أعمال الإطفاء المختلفة، بالإضافة إلى إعداد خطط الإطفاء  و مراقبة تنفيذها و ضبط العمليات و تطبيق إجراءات و تعليمات السلامة و الصحة المهنية.,مكة المكرمة,1,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة الحبيب للتجارة والتعهدات التجارية المحدودة,فني اطفاء,دراسة و تتبّع المخططات المعدّة لعمليات الإطفاء و إعداد قائمة بالمواد اللازمة لتنفيذ أعمال الإطفاء المختلفة، بالإضافة إلى إعداد خطط الإطفاء  و مراقبة تنفيذها و ضبط العمليات و تطبيق إجراءات و تعليمات السلامة و الصحة المهنية.,القطيف,1,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة شلفا لإدارة المرافق,مشرف موقع إنشائي,الإشراف على المواقع الإنشائية بهدف تطبيق القواعد واللوائح الخاصة بالإنشاءات.,الرياض,9,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة ريكيب السعودية المحدودة شركة شخص واحد,أخصائي عمليات موارد بشرية,تنفيذ الإجراءات والأنظمة والنماذج الخاصة بمراقبة دوام الموظفين، والمساهمة في والإشراف على تطبيق سياسات وإجراءات الإجازات المرضية والطارئة، وتحديث المعلومات المتعلقة بالموظفين والتعامل مع شكاويهم واستفساراتهم بمهنية وإعداد الوثائق والتقارير المتخصصة والمتعلقة في مجال عمليات الموارد البشرية وعرضها وحفظها.,الرياض,1,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة ابعاد فنية للمقاولات,مهندس كهربائي,إعداد التصاميم والمخططات الكهربائية لمشاريع وأعمال الهندسة الكهربائية ومتابعة التنفيذ وإعداد مخططات ومواصفات خطوط شبكات النقل والتوزيع الكهربائية وتحديد مساراتها، وإعداد برامج تشغيل المعدات الكهربائية في المشاريع الصناعية، وتشخيص اعطال الأجهزة والمعدات الكهربائية ومتابعة إجراءات الاصلاح والمعالجة وإعداد الوثائق والتقارير المتخصصة بنتائج هذه الدراسات والتحاليل والقيام,الرياض,3,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة تموين الشرق للتجارة شركة مساهمة مقفلة,أخصائي مستودعات,تخطيط وتنظيم وإدارة المستودعات ومتابعة إجراءات استلام المواد والسلع ومطابقة الكميات والمواصفات وتخزين المواد والسلع بظروف ملائمة وصرف المخزون للجهات المعنية وإعداد الوثائق والتقارير المتخصصة المتعلقة بالمستودعات وعرضها.,خميس مشيط,1,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة شلفا لإدارة المرافق,أخصائي معلوماتية صحية,وضع فهارس السجلات الصحية وأنظمة التخزين والاسترجاع ومعالجة البيانات الطبية، ومراجعة السجلات للتأكد من دقة البيانات واكتمالها وتطبيق الأنظمة لتحليل البيانات الطبية المخزنة وإعداد الوثائق والتقارير المتخصصة والمتعلقة في مجال المعلوماتية الطبية وعرضها وحفظها.,الرياض,1,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة دوسمان عجلان واخوانه المحدودة,فني كهربائي تمديدات كهربائية,دراسة مخططات التمديدات الكهربائية وتقدير كميات المواد والأجهزة وتأمين التجهيزات اللازمة لتنفيذ أعمال التمديدات بالإضافة إلى متابعة تنفيذ أعمال التمديدات الكهربائية وتشخيص أعطال التمديدات وتحديد الإجراءات اللازمة لمعالجتها.,الخرج,2,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة سراكو شركة شخص واحد,فني هندسة كهربائية,تركيب المحركات واللوحات والمولدات والمحولات الكهربائية والإشراف عليها ومراقبتها، وتقديم المساعدة للمهندسين الكهربائيين لحل المشكلات,خميس مشيط,1,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,مجموعة ايوان للمقاولات,مراقب خدمات عامة,مراجعة وتنسيق أعمال ونشاطات موظفي الخدمات العامة وتحديد مهامهم وواجباتهم،وإعداد وتطوير برامج وإجراءات العمل، ودراسة مشكلات العمل واقتراح بدائل الحلول، وتقييم أداء موظفي الخدمات العامة وتنمية مهاراتهم، وإعداد وتقديم وحفظ تقارير العمل,المدينة المنورة,1,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة تمكين الدولية للأجهزة المنزلية,أخصائي خدمة عملاء,وضع وتحديد مؤشرات ومعايير الأداء والجودة في خدمة العملاء، والمشاركة في وضع وتحديث إجراءات وأدلة خدمة العملاء وتطوير برامج لتعظيم جودة ومهنية أنظمة خدمة العملاء، وتحديد نقاط القوة والضعف في أنظمة خدمة العملاء ورضاهم وإعداد الوثائق والتقارير المتخصصة والمتعلقة في مجال خدمة العملاء وعرضها وحفظها.,جدة,2,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة رواد العناية الشاملة المحدودة,محاسب,الهدف من الوظيفة: تنفيذ العمليات المحاسبية اليومية بدقة وكفاءة، وضمان الالتزام بالتقارير المالية والضريبية وفقًا للأنظمة والمعايير المعتمدة.,جدة,1,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,مجمع رعاية الحياة الطبي,كاتب استقبال مرضى,مقابلة المرضى وتسجيل بياناتهم الشخصية وبيانات التأمين الصحي إن وجدت والتعرف مواعيد الحجز المسبق أو على احتياجاتهم الفورية من العيادات، وملء النماذج المستخدمة في الاستقبال وإدخال البيانات على النظام الآلي وشبكة معلومات المستشفى، استكمال المعاملات المالية وترتيب أدوار الحجز وتحويل المريض للعيادة المطلوبة للإنتظار، وإعداد تقارير الاستقبال اليومية والطواريء والعيادات.,جدة,2,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة الرأي المحايد محاسبون ومراجعون قانونيون,محاسب,مساعد مراجع حسابات، إعداد أوراق العمل مراجعة الشركات فحص بنود المراجعة ، فحص ميزان المراجعة والتأكد من صحة التسجيل ، التعلم والتدريب والتطوير المستمر,جدة,1,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة عايد دحيم الحمود وشركاه للتجارة والمقاولات,مهندس مدني,"إدارة التنفيذ الشامل لعمليات الاستجابة
للحوادث الخاصة بالعقد بما في ذلك
إدارة أنشطة مسؤولي دعم الأحداث",المدينة المنورة,2,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة تياهر (شركة شخص واحد),مهندس زراعي,دراسة خصائص ومكونات الأراضي والتربة الزراعية، وإعداد تصاميم ومخططات شبكات الري والصرف الزراعي ومتابعة تركيبها، وتحديد الآلاتالزراعية المناسبة لأداء الأعمال الزراعية وتطوير استخداماتها. وإعداد الوثائق والتقارير المتخصصة بنتائج الأعمال,جدة,2,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة عايد دحيم الحمود وشركاه للتجارة والمقاولات,فني مساحة,"مسؤول عن جميع أعمال المساحة من
رفوعات المساحية للطرق وحصر كافة
الاصول ورفع الاعمال المساحية لأوامر
الأعمال المطلوبة للمساحة العمل المطلوب رفعها وما في مثلها من",تبوك,2,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة شلفا لإدارة المرافق,مدير إدارة مشاريع,الإشراف العام على أنشطة إدارة المشاريع والبرامج في الجهة، ومتابعة عمليات تطوير خطط تنفيذ المشاريع والبرامج ومراقبة سير العمل فيها ووضع وتتبع موازناتها وإجراءاتها التعاقدية وتحديد تكاليفها ومصادر تمويلها ومتابعة عمليات التنفيذ بما يضمن إنجازها وتحقيقها للأهداف التي وضعت لها بناء على الجدول الزمني المعد لها وضمن الميزانية المخصصة لها.,نجران,1,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة ابن زميع للمقاولات شركة شخص واحد,مهندس كهربائي,إعداد التصاميم والمخططات الكهربائية لمشاريع وأعمال الهندسة الكهربائية ومتابعة التنفيذ وإعداد مخططات ومواصفات خطوط شبكات النقل والتوزيع الكهربائية وتحديد مساراتها، وإعداد برامج تشغيل المعدات الكهربائية في المشاريع الصناعية، وتشخيص اعطال الأجهزة والمعدات الكهربائية ومتابعة إجراءات الاصلاح والمعالجة وإعداد الوثائق والتقارير المتخصصة بنتائج هذه الدراسات والتحاليل والقيام,الهفوف,1,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,مؤسسة حامد سعود العتيبي للمقاولات,مشرف صيانة إنشاءات,إعداد خطة وبرنامج العمل، ومتابعة إجراءات تحديد نوع وطبيعة الصيانة للإنشاءات، وتوزيع المهام على فريق العمل، وتصميم الاحتياجات التدريبية لفريق صيانة الإنشاءات، وإعداد برنامج الصيانة الوقائية.,الدمام,7,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة مجموعة بافرط للصناعه لانتاج المواد الغذائيه المحدودة,سائق شاحنة صغيرة,تشغيل وقيادة الشاحنة والتقييد بمسارات العمل والالتزام بقواعد المرور والسلامة وإجراء فحوص دورية على الشاحنة ورفع طلبات الصيانة إلى الجهة المعنية,جدة,30,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة شلفا لإدارة المرافق,فني كهربائي تمديدات كهربائية,دراسة مخططات التمديدات الكهربائية وتقدير كميات المواد والأجهزة وتأمين التجهيزات اللازمة لتنفيذ أعمال التمديدات بالإضافة إلى متابعة تنفيذ أعمال التمديدات الكهربائية وتشخيص أعطال التمديدات وتحديد الإجراءات اللازمة لمعالجتها.,الرياض,7,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,مؤسسة تمثال المركبة لتأجير السيارات,مؤجر مركبات,تهيئة عقد تأجير المركبات وتحصيل مبلغ الإيجار وتطبيق إجراءات وتعليمات السلامة والصحة المهنية,ينبع,1,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة شلفا لإدارة المرافق,أخصائي علاج طبيعي,دراسة وتحليل الحالة المرضية ووضع خطة وبرنامج العلاج الطبيعي ومتابعة تنفيذها، وتسجيل البيانات العلاجية وتدريب المصاب وذويه على إجراء التمارين والحركات، وضبط وتنظيم الأجهزة المستخدمة في العلاج، وإعداد الوثائق والتقارير المتعلقة بالعلاج الطبيعي وحفظها,الرياض,1,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة بدر ايوب خان التجارية,بائع مأكولات ومشروبات,بيع المأكولات و المشروبات للزبائن، وتوفير المعلومات المتعلقة بالمأكولات و المشروبات و أسعارها، وتولي أمور الدفع وتلقي المدفوعات من الزبائن.,جدة,10,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة شلفا لإدارة المرافق,مهندس ضبط وتحكم في الجودة,دراسة معايير وعمليات الجودة الخاصة بالمشاريع الهندسية وتطويرها، ومراقبة عملية التنفيذ وتحليلها.,الرياض,2,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة شلفا لإدارة المرافق,فني ميكانيكي تمديدات صحية وتدفئة وغاز,إعداد قوائم بنود القطع والمواد والمعدات اللازمة لتنفيذ أعمال التمديدات الصحية والتدفئة المركزية وشبكات الغاز ومتابعة تنفيذ أعمال التمديد بالإضافة إلى تشخيص أعطال المعدات الميكانيكية ومتابعة إصلاحها.,الدمام,4,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة الحبيب للتجارة والتعهدات التجارية المحدودة,كيميائي,إجراء الأبحاث والتحاليل الكيميائية للعناصر والمركبات لأغراض تطوير المنتجات والعمليات والتطبيقات، وإجراء التحاليل الكمية والنوعية وتحسين الطرق التحليلية، وإجراء التجارب المخبرية لعينات من العناصر والمركبات، وإعداد الوثائق والتقارير المتخصصة بنتائج الأعمال والاختبارات.,القطيف,1,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة شلفا لإدارة المرافق,مساعد رعاية ذوي إعاقة,الإعتناء بذوي الإعاقة والمساعدة في تطبيق البرامج المعدة لتحسين قدراتهم وتسهيل اندماجهم مع المجتمع وتطبيق إجراءات وتعليمات السلامة والصحة المهنية,المجمعة,19,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة مستويات التشغيل للمقاولات المعمارية,فني إنشاءات,أداء الواجبات الفنية المتعلقة بإنشاء الأبنية، وجمع العينات من تربة الموقع والمواد الانشائية وإرسالها للمختبر، ومطابقة المواصفات،وتقدير كميات المواد والعمالة اللازمة.,ينبع الصناعية,1,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة لمار المحدودة,سائق شاحنة صغيرة,تشغيل وقيادة الشاحنة والتقييد بمسارات العمل والالتزام بقواعد المرور والسلامة وإجراء فحوص دورية على الشاحنة ورفع طلبات الصيانة إلى الجهة المعنية,العلا,20,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة سراكو شركة شخص واحد,فني صيانة ميكانيكية,تتبع المخططات الميكانيكية للمنظومات والأجهزة والمعدات الميكانيكية، وتشخيص الأعطال الميكانيكية وتحديد أسبابها، وتقدير كمية وكلفة المواد والمستلزمات، ومتابعة تنفيذ أنشطة الصيانة اللازمة،وفحص الأجهزة بعد الإصلاح، ومتابعة تنفيذ برامج الصيانة الوقائية بحسب برامج الصيانة الوقائية وإعداد وتقديم تقارير العمل.,ابها,1,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة رايات للمقاولات,كاتب اتصال,الاجابة عن استفسارات المتصلين، وإرسال البرقيات ورسائل الفاكس والتبليغ عن أعطال أجهزة الاتصال,جدة,1,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة رايات للمقاولات,مسؤول نظم,تخطيط قواعد استخدام النظم وتنسيقها وتنفيذها، وضمان سلامة النظام عن طريق التدابير الأمنية.,جدة,1,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة صروح الاستثمار للمقاولات شركة شخص واحد,فني أجهزة إلكترونية,تركيب الأجهزة الإلكترونية والمعدات مثل الدوائر وعناصر التحكم والآلات ومراقبتها، ومساعدة مهندسي الإلكترونيات في أنشطة البحث والتطوير.,مكة المكرمة,4,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,مكتب سلطان الزهراني للاستقدام لصاحبه سلطان محمد الزهراني,أخصائي خدمة عملاء,وضع وتحديد مؤشرات ومعايير الأداء والجودة في خدمة العملاء، والمشاركة في وضع وتحديث إجراءات وأدلة خدمة العملاء وتطوير برامج لتعظيم جودة ومهنية أنظمة خدمة العملاء، وتحديد نقاط القوة والضعف في أنظمة خدمة العملاء ورضاهم وإعداد الوثائق والتقارير المتخصصة والمتعلقة في مجال خدمة العملاء وعرضها وحفظها.,جدة,1,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,,مهندس كهربائي,إعداد التصاميم والمخططات الكهربائية لمشاريع وأعمال الهندسة الكهربائية ومتابعة التنفيذ وإعداد مخططات ومواصفات خطوط شبكات النقل والتوزيع الكهربائية وتحديد مساراتها، وإعداد برامج تشغيل المعدات الكهربائية في المشاريع الصناعية، وتشخيص اعطال الأجهزة والمعدات الكهربائية ومتابعة إجراءات الاصلاح والمعالجة وإعداد الوثائق والتقارير المتخصصة بنتائج هذه الدراسات والتحاليل والقيام,الدمام,4,17/04/1447,17,4,1447,jadarat_recent
القطاع الخاص,شركة شلفا لإدارة المرافق,فني تدفئة وتهوية وتكييف,تركيب معدات التكييف والتدفئة والتهوية وصيانتها وتصليحها، مثل وحدات ومضخات التدفئة ومكيفات الهواء,الرياض,2,17/04/1447,17,4,1447,jadarat_recent
